"group_name" "seqnames" "exonic.gene.sizes"
"Tps_010539" "Tps_LRv5b_scf11" 4869
"Tps_010540" "Tps_LRv5b_scf11" 1008
"Tps_010541" "Tps_LRv5b_scf11" 2556
"Tps_010542" "Tps_LRv5b_scf11" 2868
"Tps_010543" "Tps_LRv5b_scf11" 1503
"Tps_010544" "Tps_LRv5b_scf11" 759
"Tps_010545" "Tps_LRv5b_scf11" 282
"Tps_010546" "Tps_LRv5b_scf11" 783
"Tps_010547" "Tps_LRv5b_scf11" 723
"Tps_010548" "Tps_LRv5b_scf11" 1908
"Tps_010549" "Tps_LRv5b_scf11" 309
"Tps_010550" "Tps_LRv5b_scf11" 612
"Tps_010551" "Tps_LRv5b_scf11" 2220
"Tps_010552" "Tps_LRv5b_scf11" 972
"Tps_010553" "Tps_LRv5b_scf11" 858
"Tps_010554" "Tps_LRv5b_scf11" 1410
"Tps_010555" "Tps_LRv5b_scf11" 681
"Tps_010556" "Tps_LRv5b_scf11" 477
"Tps_010557" "Tps_LRv5b_scf11" 1227
"Tps_010558" "Tps_LRv5b_scf11" 1662
"Tps_010559" "Tps_LRv5b_scf11" 414
"Tps_010560" "Tps_LRv5b_scf11" 492
"Tps_010561" "Tps_LRv5b_scf11" 786
"Tps_010562" "Tps_LRv5b_scf11" 501
"Tps_010563" "Tps_LRv5b_scf11" 2424
"Tps_010564" "Tps_LRv5b_scf11" 762
"Tps_010565" "Tps_LRv5b_scf11" 774
"Tps_010566" "Tps_LRv5b_scf11" 399
"Tps_010567" "Tps_LRv5b_scf11" 1563
"Tps_010568" "Tps_LRv5b_scf11" 786
"Tps_010569" "Tps_LRv5b_scf11" 750
"Tps_010570" "Tps_LRv5b_scf11" 594
"Tps_010571" "Tps_LRv5b_scf11" 219
"Tps_010572" "Tps_LRv5b_scf11" 237
"Tps_010573" "Tps_LRv5b_scf11" 873
"Tps_010574" "Tps_LRv5b_scf11" 810
"Tps_010575" "Tps_LRv5b_scf11" 2853
"Tps_010576" "Tps_LRv5b_scf11" 849
"Tps_010577" "Tps_LRv5b_scf11" 711
"Tps_010578" "Tps_LRv5b_scf11" 1155
"Tps_010579" "Tps_LRv5b_scf11" 1572
"Tps_010580" "Tps_LRv5b_scf11" 1992
"Tps_010581" "Tps_LRv5b_scf11" 762
"Tps_010582" "Tps_LRv5b_scf11" 1260
"Tps_010583" "Tps_LRv5b_scf11" 732
"Tps_010584" "Tps_LRv5b_scf11" 759
"Tps_010585" "Tps_LRv5b_scf11" 2790
"Tps_010586" "Tps_LRv5b_scf11" 1680
"Tps_010587" "Tps_LRv5b_scf11" 315
"Tps_010588" "Tps_LRv5b_scf11" 399
"Tps_010589" "Tps_LRv5b_scf11" 630
"Tps_010590" "Tps_LRv5b_scf11" 600
"Tps_010591" "Tps_LRv5b_scf11" 1518
"Tps_010592" "Tps_LRv5b_scf11" 711
"Tps_010593" "Tps_LRv5b_scf11" 8826
"Tps_010594" "Tps_LRv5b_scf11" 1482
"Tps_010595" "Tps_LRv5b_scf11" 1401
"Tps_010596" "Tps_LRv5b_scf11" 372
"Tps_010597" "Tps_LRv5b_scf11" 6717
"Tps_010598" "Tps_LRv5b_scf11" 2136
"Tps_010599" "Tps_LRv5b_scf11" 585
"Tps_010600" "Tps_LRv5b_scf11" 558
"Tps_010601" "Tps_LRv5b_scf11" 393
"Tps_010602" "Tps_LRv5b_scf11" 444
"Tps_010603" "Tps_LRv5b_scf11" 222
"Tps_010604" "Tps_LRv5b_scf11" 588
"Tps_010605" "Tps_LRv5b_scf11" 402
"Tps_010606" "Tps_LRv5b_scf11" 885
"Tps_010607" "Tps_LRv5b_scf11" 1509
"Tps_010608" "Tps_LRv5b_scf11" 279
"Tps_010609" "Tps_LRv5b_scf11" 351
"Tps_010610" "Tps_LRv5b_scf11" 966
"Tps_010611" "Tps_LRv5b_scf11" 1053
"Tps_010612" "Tps_LRv5b_scf11" 225
"Tps_010613" "Tps_LRv5b_scf11" 1821
"Tps_010614" "Tps_LRv5b_scf11" 2112
"Tps_010615" "Tps_LRv5b_scf11" 3384
"Tps_010616" "Tps_LRv5b_scf11" 828
"Tps_010617" "Tps_LRv5b_scf11" 826
"Tps_010618" "Tps_LRv5b_scf11" 420
"Tps_010619" "Tps_LRv5b_scf11" 3042
"Tps_010620" "Tps_LRv5b_scf11" 2391
"Tps_010621" "Tps_LRv5b_scf11" 1452
"Tps_010622" "Tps_LRv5b_scf11" 2904
"Tps_010623" "Tps_LRv5b_scf11" 1938
"Tps_010624" "Tps_LRv5b_scf11" 498
"Tps_010625" "Tps_LRv5b_scf11" 222
"Tps_010626" "Tps_LRv5b_scf11" 717
"Tps_010627" "Tps_LRv5b_scf11" 567
"Tps_010628" "Tps_LRv5b_scf11" 1371
"Tps_010629" "Tps_LRv5b_scf11" 486
"Tps_010630" "Tps_LRv5b_scf11" 285
"Tps_010631" "Tps_LRv5b_scf11" 1083
"Tps_010632" "Tps_LRv5b_scf11" 2025
"Tps_010633" "Tps_LRv5b_scf11" 591
"Tps_010634" "Tps_LRv5b_scf11" 1296
"Tps_010635" "Tps_LRv5b_scf11" 357
"Tps_010636" "Tps_LRv5b_scf11" 1335
"Tps_010637" "Tps_LRv5b_scf11" 1233
"Tps_010638" "Tps_LRv5b_scf11" 687
"Tps_010639" "Tps_LRv5b_scf11" 1437
"Tps_010640" "Tps_LRv5b_scf11" 1476
"Tps_010641" "Tps_LRv5b_scf11" 1431
"Tps_010642" "Tps_LRv5b_scf11" 825
"Tps_010643" "Tps_LRv5b_scf11" 990
"Tps_010644" "Tps_LRv5b_scf11" 1035
"Tps_010645" "Tps_LRv5b_scf11" 582
"Tps_010646" "Tps_LRv5b_scf11" 588
"Tps_010647" "Tps_LRv5b_scf11" 1737
"Tps_010648" "Tps_LRv5b_scf11" 1146
"Tps_010649" "Tps_LRv5b_scf11" 4637
"Tps_010650" "Tps_LRv5b_scf11" 3984
"Tps_010651" "Tps_LRv5b_scf11" 702
"Tps_010652" "Tps_LRv5b_scf11" 3648
"Tps_010653" "Tps_LRv5b_scf11" 12591
"Tps_010654" "Tps_LRv5b_scf11" 1218
"Tps_010655" "Tps_LRv5b_scf11" 369
"Tps_010656" "Tps_LRv5b_scf11" 321
"Tps_010657" "Tps_LRv5b_scf11" 1635
"Tps_010658" "Tps_LRv5b_scf11" 207
"Tps_010659" "Tps_LRv5b_scf11" 1569
"Tps_010660" "Tps_LRv5b_scf11" 495
"Tps_010661" "Tps_LRv5b_scf11" 792
"Tps_010662" "Tps_LRv5b_scf11" 5097
"Tps_010663" "Tps_LRv5b_scf11" 486
"Tps_010664" "Tps_LRv5b_scf11" 666
"Tps_010665" "Tps_LRv5b_scf11" 711
"Tps_010666" "Tps_LRv5b_scf11" 690
"Tps_010667" "Tps_LRv5b_scf11" 717
"Tps_010668" "Tps_LRv5b_scf11" 327
"Tps_010669" "Tps_LRv5b_scf11" 339
"Tps_010670" "Tps_LRv5b_scf11" 1902
"Tps_010671" "Tps_LRv5b_scf11" 759
"Tps_010672" "Tps_LRv5b_scf11" 693
"Tps_010673" "Tps_LRv5b_scf11" 783
"Tps_010674" "Tps_LRv5b_scf11" 333
"Tps_010675" "Tps_LRv5b_scf11" 324
"Tps_010676" "Tps_LRv5b_scf11" 435
"Tps_010677" "Tps_LRv5b_scf11" 306
"Tps_010678" "Tps_LRv5b_scf11" 1410
"Tps_010679" "Tps_LRv5b_scf11" 282
"Tps_010680" "Tps_LRv5b_scf11" 1086
"Tps_010681" "Tps_LRv5b_scf11" 204
"Tps_010682" "Tps_LRv5b_scf11" 357
"Tps_010683" "Tps_LRv5b_scf11" 936
"Tps_010684" "Tps_LRv5b_scf11" 1002
"Tps_010685" "Tps_LRv5b_scf11" 1032
"Tps_010686" "Tps_LRv5b_scf11" 540
"Tps_010687" "Tps_LRv5b_scf11" 273
"Tps_010688" "Tps_LRv5b_scf11" 306
"Tps_010689" "Tps_LRv5b_scf11" 234
"Tps_010690" "Tps_LRv5b_scf11" 309
"Tps_010691" "Tps_LRv5b_scf11" 2004
"Tps_010692" "Tps_LRv5b_scf11" 285
"Tps_010693" "Tps_LRv5b_scf11" 231
"Tps_010694" "Tps_LRv5b_scf11" 252
"Tps_010695" "Tps_LRv5b_scf11" 303
"Tps_010696" "Tps_LRv5b_scf11" 387
"Tps_010697" "Tps_LRv5b_scf11" 3906
"Tps_010698" "Tps_LRv5b_scf11" 1794
"Tps_010700" "Tps_LRv5b_scf11" 213
"Tps_010701" "Tps_LRv5b_scf11" 1527
"Tps_010702" "Tps_LRv5b_scf11" 963
"Tps_010703" "Tps_LRv5b_scf11" 4992
"Tps_010704" "Tps_LRv5b_scf11" 2355
"Tps_010705" "Tps_LRv5b_scf11" 1536
"Tps_010706" "Tps_LRv5b_scf11" 384
"Tps_010707" "Tps_LRv5b_scf11" 675
"Tps_010708" "Tps_LRv5b_scf11" 1335
"Tps_010710" "Tps_LRv5b_scf11" 1998
"Tps_010711" "Tps_LRv5b_scf11" 1035
"Tps_010712" "Tps_LRv5b_scf11" 777
"Tps_010713" "Tps_LRv5b_scf11" 1956
"Tps_010714" "Tps_LRv5b_scf11" 255
"Tps_010715" "Tps_LRv5b_scf11" 294
"Tps_010716" "Tps_LRv5b_scf11" 243
"Tps_010717" "Tps_LRv5b_scf11" 1017
"Tps_010718" "Tps_LRv5b_scf11" 1356
"Tps_010719" "Tps_LRv5b_scf11" 1815
"Tps_010720" "Tps_LRv5b_scf11" 225
"Tps_010721" "Tps_LRv5b_scf11" 237
"Tps_010722" "Tps_LRv5b_scf11" 453
"Tps_010723" "Tps_LRv5b_scf11" 438
"Tps_010724" "Tps_LRv5b_scf11" 2295
"Tps_010725" "Tps_LRv5b_scf11" 1293
"Tps_010726" "Tps_LRv5b_scf11" 830
"Tps_010727" "Tps_LRv5b_scf11" 270
"Tps_010728" "Tps_LRv5b_scf11" 228
"Tps_010729" "Tps_LRv5b_scf11" 351
"Tps_010730" "Tps_LRv5b_scf11" 525
"Tps_010731" "Tps_LRv5b_scf11" 243
"Tps_010732" "Tps_LRv5b_scf11" 1038
"Tps_010733" "Tps_LRv5b_scf11" 1056
"Tps_010734" "Tps_LRv5b_scf11" 1467
"Tps_010735" "Tps_LRv5b_scf11" 1335
"Tps_010736" "Tps_LRv5b_scf11" 405
"Tps_010737" "Tps_LRv5b_scf11" 699
"Tps_010738" "Tps_LRv5b_scf11" 5196
"Tps_010739" "Tps_LRv5b_scf11" 2454
"Tps_010740" "Tps_LRv5b_scf11" 693
"Tps_010741" "Tps_LRv5b_scf11" 1080
"Tps_010742" "Tps_LRv5b_scf11" 1137
"Tps_010743" "Tps_LRv5b_scf11" 1954
"Tps_010744" "Tps_LRv5b_scf11" 2406
"Tps_010745" "Tps_LRv5b_scf11" 2868
"Tps_010746" "Tps_LRv5b_scf11" 357
"Tps_010747" "Tps_LRv5b_scf11" 1698
"Tps_010748" "Tps_LRv5b_scf11" 573
"Tps_010749" "Tps_LRv5b_scf11" 4152
"Tps_010750" "Tps_LRv5b_scf11" 1326
"Tps_010751" "Tps_LRv5b_scf11" 2748
"Tps_010752" "Tps_LRv5b_scf11" 378
"Tps_010753" "Tps_LRv5b_scf11" 1302
"Tps_010754" "Tps_LRv5b_scf11" 471
"Tps_010755" "Tps_LRv5b_scf11" 882
"Tps_010756" "Tps_LRv5b_scf11" 1482
"Tps_010757" "Tps_LRv5b_scf11" 5301
"Tps_010758" "Tps_LRv5b_scf11" 1281
"Tps_010759" "Tps_LRv5b_scf11" 2391
"Tps_010760" "Tps_LRv5b_scf11" 519
"Tps_010761" "Tps_LRv5b_scf11" 258
"Tps_010762" "Tps_LRv5b_scf11" 213
"Tps_010763" "Tps_LRv5b_scf11" 624
"Tps_010764" "Tps_LRv5b_scf11" 444
"Tps_010765" "Tps_LRv5b_scf11" 276
"Tps_010766" "Tps_LRv5b_scf11" 471
"Tps_010767" "Tps_LRv5b_scf11" 972
"Tps_010768" "Tps_LRv5b_scf11" 1323
"Tps_010769" "Tps_LRv5b_scf11" 372
"Tps_010770" "Tps_LRv5b_scf11" 249
"Tps_010771" "Tps_LRv5b_scf11" 384
"Tps_010772" "Tps_LRv5b_scf11" 312
"Tps_010773" "Tps_LRv5b_scf11" 447
"Tps_010774" "Tps_LRv5b_scf11" 228
"Tps_010775" "Tps_LRv5b_scf11" 351
"Tps_010776" "Tps_LRv5b_scf11" 1500
"Tps_010777" "Tps_LRv5b_scf11" 585
"Tps_010778" "Tps_LRv5b_scf11" 1293
"Tps_010779" "Tps_LRv5b_scf11" 282
"Tps_010780" "Tps_LRv5b_scf11" 279
"Tps_010781" "Tps_LRv5b_scf11" 234
"Tps_010782" "Tps_LRv5b_scf11" 414
"Tps_010783" "Tps_LRv5b_scf11" 231
"Tps_010784" "Tps_LRv5b_scf11" 273
"Tps_010785" "Tps_LRv5b_scf11" 405
"Tps_010786" "Tps_LRv5b_scf11" 408
"Tps_010787" "Tps_LRv5b_scf11" 1116
"Tps_010788" "Tps_LRv5b_scf11" 477
"Tps_010789" "Tps_LRv5b_scf11" 1677
"Tps_010790" "Tps_LRv5b_scf11" 1011
"Tps_010791" "Tps_LRv5b_scf11" 219
"Tps_010792" "Tps_LRv5b_scf11" 1995
"Tps_010793" "Tps_LRv5b_scf11" 2037
"Tps_010794" "Tps_LRv5b_scf11" 2718
"Tps_010795" "Tps_LRv5b_scf11" 246
"Tps_010796" "Tps_LRv5b_scf11" 1110
"Tps_010797" "Tps_LRv5b_scf11" 10566
"Tps_010798" "Tps_LRv5b_scf11" 1404
"Tps_010799" "Tps_LRv5b_scf11" 2862
"Tps_010800" "Tps_LRv5b_scf11" 1359
"Tps_010801" "Tps_LRv5b_scf11" 246
"Tps_010802" "Tps_LRv5b_scf11" 2958
"Tps_010803" "Tps_LRv5b_scf11" 1053
"Tps_010804" "Tps_LRv5b_scf11" 2859
"Tps_010805" "Tps_LRv5b_scf11" 1107
"Tps_010806" "Tps_LRv5b_scf11" 600
"Tps_010808" "Tps_LRv5b_scf11" 945
"Tps_010809" "Tps_LRv5b_scf11" 1664
"Tps_010810" "Tps_LRv5b_scf11" 1386
"Tps_010811" "Tps_LRv5b_scf11" 870
"Tps_010812" "Tps_LRv5b_scf11" 3117
"Tps_010813" "Tps_LRv5b_scf11" 1119
"Tps_010814" "Tps_LRv5b_scf11" 414
"Tps_010815" "Tps_LRv5b_scf11" 2367
"Tps_010816" "Tps_LRv5b_scf11" 432
"Tps_010817" "Tps_LRv5b_scf11" 2748
"Tps_010818" "Tps_LRv5b_scf11" 225
"Tps_010819" "Tps_LRv5b_scf11" 1530
"Tps_010820" "Tps_LRv5b_scf11" 369
"Tps_010821" "Tps_LRv5b_scf11" 1176
"Tps_010822" "Tps_LRv5b_scf11" 270
"Tps_010823" "Tps_LRv5b_scf11" 1095
"Tps_010824" "Tps_LRv5b_scf11" 327
"Tps_010825" "Tps_LRv5b_scf11" 327
"Tps_010826" "Tps_LRv5b_scf11" 756
"Tps_010827" "Tps_LRv5b_scf11" 297
"Tps_010828" "Tps_LRv5b_scf11" 1011
"Tps_010829" "Tps_LRv5b_scf11" 378
"Tps_010830" "Tps_LRv5b_scf11" 1611
"Tps_010831" "Tps_LRv5b_scf11" 1695
"Tps_010832" "Tps_LRv5b_scf11" 246
"Tps_010833" "Tps_LRv5b_scf11" 2892
"Tps_010834" "Tps_LRv5b_scf11" 1476
"Tps_010835" "Tps_LRv5b_scf11" 2328
"Tps_010836" "Tps_LRv5b_scf11" 2841
"Tps_010837" "Tps_LRv5b_scf11" 1614
"Tps_010838" "Tps_LRv5b_scf11" 540
"Tps_010839" "Tps_LRv5b_scf11" 657
"Tps_010840" "Tps_LRv5b_scf11" 2817
"Tps_010841" "Tps_LRv5b_scf11" 933
"Tps_010842" "Tps_LRv5b_scf11" 246
"Tps_010843" "Tps_LRv5b_scf11" 1386
"Tps_010844" "Tps_LRv5b_scf11" 1377
"Tps_010845" "Tps_LRv5b_scf11" 471
"Tps_010846" "Tps_LRv5b_scf11" 366
"Tps_010847" "Tps_LRv5b_scf11" 225
"Tps_010848" "Tps_LRv5b_scf11" 1182
"Tps_010849" "Tps_LRv5b_scf11" 984
"Tps_010850" "Tps_LRv5b_scf11" 612
"Tps_010851" "Tps_LRv5b_scf11" 3138
"Tps_010852" "Tps_LRv5b_scf11" 1542
"Tps_010853" "Tps_LRv5b_scf11" 1605
"Tps_010854" "Tps_LRv5b_scf11" 216
"Tps_010855" "Tps_LRv5b_scf11" 429
"Tps_010856" "Tps_LRv5b_scf11" 672
"Tps_010857" "Tps_LRv5b_scf11" 294
"Tps_010858" "Tps_LRv5b_scf11" 906
"Tps_010859" "Tps_LRv5b_scf11" 690
"Tps_010860" "Tps_LRv5b_scf11" 810
"Tps_010861" "Tps_LRv5b_scf11" 447
"Tps_010862" "Tps_LRv5b_scf11" 2967
"Tps_010863" "Tps_LRv5b_scf11" 4287
"Tps_010864" "Tps_LRv5b_scf11" 264
"Tps_010865" "Tps_LRv5b_scf11" 330
"Tps_010866" "Tps_LRv5b_scf11" 1872
"Tps_010867" "Tps_LRv5b_scf11" 936
"Tps_010868" "Tps_LRv5b_scf11" 2943
"Tps_010869" "Tps_LRv5b_scf11" 309
"Tps_010870" "Tps_LRv5b_scf11" 5529
"Tps_010871" "Tps_LRv5b_scf11" 381
"Tps_010872" "Tps_LRv5b_scf11" 240
"Tps_010873" "Tps_LRv5b_scf11" 981
"Tps_010874" "Tps_LRv5b_scf11" 1752
"Tps_010877" "Tps_LRv5b_scf11" 2856
"Tps_010878" "Tps_LRv5b_scf11" 360
"Tps_010879" "Tps_LRv5b_scf11" 699
"Tps_010880" "Tps_LRv5b_scf11" 4062
"Tps_010881" "Tps_LRv5b_scf11" 630
"Tps_010882" "Tps_LRv5b_scf11" 558
"Tps_010883" "Tps_LRv5b_scf11" 1191
"Tps_010884" "Tps_LRv5b_scf11" 279
"Tps_010885" "Tps_LRv5b_scf11" 264
"Tps_010886" "Tps_LRv5b_scf11" 414
"Tps_010887" "Tps_LRv5b_scf11" 564
"Tps_010888" "Tps_LRv5b_scf11" 786
"Tps_010889" "Tps_LRv5b_scf11" 1182
"Tps_010890" "Tps_LRv5b_scf11" 1146
"Tps_010891" "Tps_LRv5b_scf11" 2094
"Tps_010893" "Tps_LRv5b_scf11" 1020
"Tps_010894" "Tps_LRv5b_scf11" 6519
"Tps_010895" "Tps_LRv5b_scf11" 333
"Tps_010896" "Tps_LRv5b_scf11" 264
"Tps_010897" "Tps_LRv5b_scf11" 705
"Tps_010898" "Tps_LRv5b_scf11" 1575
"Tps_010899" "Tps_LRv5b_scf11" 438
"Tps_010900" "Tps_LRv5b_scf11" 1173
"Tps_010901" "Tps_LRv5b_scf11" 1656
"Tps_010902" "Tps_LRv5b_scf11" 411
"Tps_010903" "Tps_LRv5b_scf11" 468
"Tps_010904" "Tps_LRv5b_scf11" 336
"Tps_010905" "Tps_LRv5b_scf11" 207
"Tps_010906" "Tps_LRv5b_scf11" 702
"Tps_010907" "Tps_LRv5b_scf11" 2142
"Tps_010908" "Tps_LRv5b_scf11" 1587
"Tps_010909" "Tps_LRv5b_scf11" 2703
"Tps_010910" "Tps_LRv5b_scf11" 768
"Tps_010911" "Tps_LRv5b_scf11" 2382
"Tps_010912" "Tps_LRv5b_scf11" 1734
"Tps_010913" "Tps_LRv5b_scf11" 723
"Tps_010914" "Tps_LRv5b_scf11" 582
"Tps_010915" "Tps_LRv5b_scf11" 543
"Tps_010916" "Tps_LRv5b_scf11" 1041
"Tps_010917" "Tps_LRv5b_scf11" 2544
"Tps_010918" "Tps_LRv5b_scf11" 816
"Tps_010919" "Tps_LRv5b_scf11" 1119
"Tps_010920" "Tps_LRv5b_scf11" 303
"Tps_010921" "Tps_LRv5b_scf11" 2007
"Tps_010922" "Tps_LRv5b_scf11" 1356
"Tps_010923" "Tps_LRv5b_scf11" 2457
"Tps_010924" "Tps_LRv5b_scf11" 432
"Tps_010925" "Tps_LRv5b_scf11" 387
"Tps_010926" "Tps_LRv5b_scf11" 5424
"Tps_010927" "Tps_LRv5b_scf11" 1482
"Tps_010928" "Tps_LRv5b_scf11" 1080
"Tps_010929" "Tps_LRv5b_scf11" 2079
"Tps_010930" "Tps_LRv5b_scf11" 843
"Tps_010931" "Tps_LRv5b_scf11" 282
"Tps_010932" "Tps_LRv5b_scf11" 225
"Tps_010933" "Tps_LRv5b_scf11" 768
"Tps_010934" "Tps_LRv5b_scf11" 2526
"Tps_010935" "Tps_LRv5b_scf11" 633
"Tps_010936" "Tps_LRv5b_scf11" 2688
"Tps_010937" "Tps_LRv5b_scf11" 876
"Tps_010938" "Tps_LRv5b_scf11" 351
"Tps_010939" "Tps_LRv5b_scf11" 774
"Tps_010940" "Tps_LRv5b_scf11" 639
"Tps_010941" "Tps_LRv5b_scf11" 588
"Tps_010942" "Tps_LRv5b_scf11" 1278
"Tps_010943" "Tps_LRv5b_scf11" 1206
"Tps_010944" "Tps_LRv5b_scf11" 957
"Tps_010945" "Tps_LRv5b_scf11" 348
"Tps_010946" "Tps_LRv5b_scf11" 756
"Tps_010947" "Tps_LRv5b_scf11" 1095
"Tps_010948" "Tps_LRv5b_scf11" 1062
"Tps_010949" "Tps_LRv5b_scf11" 288
"Tps_010950" "Tps_LRv5b_scf11" 228
"Tps_010951" "Tps_LRv5b_scf11" 273
"Tps_010952" "Tps_LRv5b_scf11" 459
"Tps_010953" "Tps_LRv5b_scf11" 462
"Tps_010954" "Tps_LRv5b_scf11" 267
"Tps_010955" "Tps_LRv5b_scf11" 1962
"Tps_010956" "Tps_LRv5b_scf11" 1596
"Tps_010957" "Tps_LRv5b_scf11" 504
"Tps_010958" "Tps_LRv5b_scf11" 1335
"Tps_010959" "Tps_LRv5b_scf11" 3573
"Tps_010960" "Tps_LRv5b_scf11" 3906
"Tps_010961" "Tps_LRv5b_scf11" 1377
"Tps_010962" "Tps_LRv5b_scf11" 369
"Tps_010963" "Tps_LRv5b_scf11" 312
"Tps_010964" "Tps_LRv5b_scf11" 1197
"Tps_010965" "Tps_LRv5b_scf11" 792
"Tps_010966" "Tps_LRv5b_scf11" 914
"Tps_010967" "Tps_LRv5b_scf11" 252
"Tps_010968" "Tps_LRv5b_scf11" 438
"Tps_010969" "Tps_LRv5b_scf11" 348
"Tps_010970" "Tps_LRv5b_scf11" 738
"Tps_010971" "Tps_LRv5b_scf11" 303
"Tps_010972" "Tps_LRv5b_scf11" 870
"Tps_010973" "Tps_LRv5b_scf11" 2268
"Tps_010974" "Tps_LRv5b_scf11" 321
"Tps_010975" "Tps_LRv5b_scf11" 522
"Tps_010976" "Tps_LRv5b_scf11" 1155
"Tps_010977" "Tps_LRv5b_scf11" 303
"Tps_010978" "Tps_LRv5b_scf11" 825
"Tps_010979" "Tps_LRv5b_scf11" 4959
"Tps_010980" "Tps_LRv5b_scf11" 900
"Tps_010981" "Tps_LRv5b_scf11" 540
"Tps_010982" "Tps_LRv5b_scf11" 270
"Tps_010983" "Tps_LRv5b_scf11" 777
"Tps_010984" "Tps_LRv5b_scf11" 636
"Tps_010985" "Tps_LRv5b_scf11" 273
"Tps_010986" "Tps_LRv5b_scf11" 591
"Tps_010987" "Tps_LRv5b_scf11" 504
"Tps_010988" "Tps_LRv5b_scf11" 276
"Tps_010989" "Tps_LRv5b_scf11" 2259
"Tps_010990" "Tps_LRv5b_scf11" 522
"Tps_010991" "Tps_LRv5b_scf11" 279
"Tps_010992" "Tps_LRv5b_scf11" 318
"Tps_010993" "Tps_LRv5b_scf11" 954
"Tps_010994" "Tps_LRv5b_scf11" 450
"Tps_010995" "Tps_LRv5b_scf11" 684
"Tps_010996" "Tps_LRv5b_scf11" 1146
"Tps_010997" "Tps_LRv5b_scf11" 459
"Tps_010998" "Tps_LRv5b_scf11" 2235
"Tps_011000" "Tps_LRv5b_scf11" 2280
"Tps_011001" "Tps_LRv5b_scf11" 774
"Tps_011002" "Tps_LRv5b_scf11" 852
"Tps_011003" "Tps_LRv5b_scf11" 234
"Tps_011004" "Tps_LRv5b_scf11" 2127
"Tps_011005" "Tps_LRv5b_scf11" 1011
"Tps_011006" "Tps_LRv5b_scf11" 1005
"Tps_011008" "Tps_LRv5b_scf11" 1959
"Tps_011009" "Tps_LRv5b_scf11" 447
"Tps_011010" "Tps_LRv5b_scf11" 1113
"Tps_011011" "Tps_LRv5b_scf11" 3156
"Tps_011012" "Tps_LRv5b_scf11" 363
"Tps_011013" "Tps_LRv5b_scf11" 447
"Tps_011014" "Tps_LRv5b_scf1100" 869
"Tps_011015" "Tps_LRv5b_scf1101" 435
"Tps_011016" "Tps_LRv5b_scf1102" 288
"Tps_011017" "Tps_LRv5b_scf1103" 206
"Tps_011018" "Tps_LRv5b_scf1103" 495
"Tps_011019" "Tps_LRv5b_scf1104" 552
"Tps_011020" "Tps_LRv5b_scf1104" 1113
"Tps_011021" "Tps_LRv5b_scf111" 663
"Tps_011022" "Tps_LRv5b_scf111" 204
"Tps_011023" "Tps_LRv5b_scf111" 495
"Tps_011024" "Tps_LRv5b_scf111" 375
"Tps_011025" "Tps_LRv5b_scf1111" 152
"Tps_011026" "Tps_LRv5b_scf1112" 7827
"Tps_011027" "Tps_LRv5b_scf1115" 618
"Tps_011028" "Tps_LRv5b_scf1119" 25
"Tps_011029" "Tps_LRv5b_scf112" 498
"Tps_011030" "Tps_LRv5b_scf112" 1447
"Tps_011031" "Tps_LRv5b_scf112" 486
"Tps_011032" "Tps_LRv5b_scf112" 726
"Tps_011033" "Tps_LRv5b_scf112" 968
"Tps_011034" "Tps_LRv5b_scf1120" 243
"Tps_011035" "Tps_LRv5b_scf1124" 486
"Tps_011036" "Tps_LRv5b_scf113" 10992
"Tps_011037" "Tps_LRv5b_scf113" 327
"Tps_011038" "Tps_LRv5b_scf113" 552
"Tps_011039" "Tps_LRv5b_scf113" 234
"Tps_011040" "Tps_LRv5b_scf113" 1926
"Tps_011041" "Tps_LRv5b_scf113" 282
"Tps_011042" "Tps_LRv5b_scf113" 1713
"Tps_011043" "Tps_LRv5b_scf113" 435
"Tps_011044" "Tps_LRv5b_scf1131" 387
"Tps_011045" "Tps_LRv5b_scf1131" 398
"Tps_011046" "Tps_LRv5b_scf1138" 669
"Tps_011047" "Tps_LRv5b_scf1139" 831
"Tps_011048" "Tps_LRv5b_scf114" 360
"Tps_011049" "Tps_LRv5b_scf114" 1503
"Tps_011050" "Tps_LRv5b_scf114" 870
"Tps_011051" "Tps_LRv5b_scf114" 666
"Tps_011052" "Tps_LRv5b_scf114" 3606
"Tps_011053" "Tps_LRv5b_scf114" 747
"Tps_011054" "Tps_LRv5b_scf114" 1530
"Tps_011055" "Tps_LRv5b_scf114" 807
"Tps_011056" "Tps_LRv5b_scf114" 1380
"Tps_011057" "Tps_LRv5b_scf114" 813
"Tps_011058" "Tps_LRv5b_scf114" 3096
"Tps_011059" "Tps_LRv5b_scf114" 933
"Tps_011060" "Tps_LRv5b_scf1146" 536
"Tps_011061" "Tps_LRv5b_scf1147" 322
"Tps_011062" "Tps_LRv5b_scf115" 78
"Tps_011063" "Tps_LRv5b_scf115" 999
"Tps_011064" "Tps_LRv5b_scf115" 210
"Tps_011065" "Tps_LRv5b_scf115" 1398
"Tps_011066" "Tps_LRv5b_scf1153" 398
"Tps_011067" "Tps_LRv5b_scf1153" 585
"Tps_011068" "Tps_LRv5b_scf1153" 534
"Tps_011069" "Tps_LRv5b_scf1153" 540
"Tps_011070" "Tps_LRv5b_scf1154" 17
"Tps_011071" "Tps_LRv5b_scf1155" 849
"Tps_011072" "Tps_LRv5b_scf116" 372
"Tps_011073" "Tps_LRv5b_scf116" 2292
"Tps_011074" "Tps_LRv5b_scf116" 417
